uid,title,the content,writer,Published at,score,comments_quantity
40996641,,"I think of Prolog as a general purpose logic programming language and Datalog to be logic programming more focused on data analysis. Data analysis is a very large area, so boundary might get blurry at times.<p>If your data is in a relational database consider Logica - a Datalog family language that compiles to SQL and runs naturally on SQLite, Postgres, DuckDB and Google BigQuery.<p>Easy to install, easy to play with in CoLab or any other Jupyter notebook.<p>Works for data analysis (aggregation, filtering etc) that is commonly associated with SQL, as well as recursive logical querries commonly associalted with Logic programming per-se.<p>Here is what it looks like for a data-analysis-ish query of finding popular baby names over time:<p># Count babies per year.<p>NameCountByYear(name:, year:) += number :-
  BabyNames(name:, year:, number:);<p># For each year pick the most popular.<p>TopNameByYear(year) ArgMax= name -&gt; NameCountByYear(name:, year:);<p># Accumulate most popular name into a table, dropping the year.<p>PopularName(name: TopNameByYear());<p>The classic grand-parent rule looks as usual:<p>Grandparent(a, c) :- Parent(a, b), Parent(b, c);<p>Here is a recursive program for finidng distances in a directed graph:<p>D(a, b) Min= 1 :- Edge(a, b);<p>D(a, b) Min= D(a, x) + D(x, b);<p>Links to CoLabs:<p>Grandparent, ancestor: 
<a href=""https:&#x2F;&#x2F;colab.research.google.com&#x2F;drive&#x2F;1lujnnUOXsF6VrC9__jVB38DLNpZ3boVq?usp=sharing"" rel=""nofollow"">https:&#x2F;&#x2F;colab.research.google.com&#x2F;drive&#x2F;1lujnnUOXsF6VrC9__jV...</a><p>Distance in graph:<p><a href=""https:&#x2F;&#x2F;colab.research.google.com&#x2F;drive&#x2F;1sOCODHqN0ruxZSx_L-V6e9tJsIJE2sQj?usp=sharing"" rel=""nofollow"">https:&#x2F;&#x2F;colab.research.google.com&#x2F;drive&#x2F;1sOCODHqN0ruxZSx_L-V...</a><p>Github repo:
<a href=""https:&#x2F;&#x2F;github.com&#x2F;EvgSkv&#x2F;logica"">https:&#x2F;&#x2F;github.com&#x2F;EvgSkv&#x2F;logica</a>",evgskv,1721317036,,
40994753,,"No idea, but it might be worth looking into Mercury and {mini,micro}Kanren&#x2F;core.logic as more practical iterations on it (either by adding things to Prolog or extracting the interesting to stuff to use in more general purpose languages).",a-french-anon,1721303689,,
40994723,,"There is still academic work on Prolog, and more broadly deductive &#x2F; logic programming. If you are looking at things with a more industrial bent, I would look to Datalog which trades generality in Prolog for performance and predictability. Alternatively, you can go the other way and look at lambdaProlog which adds real abstractions &#x2F; HOFs to Prolog.<p>What I&#x27;ve seen in practice is that while Prolog may be good at <i>describing</i> a solution, its performance is often too lackluster and brittle for actual deployment: it probably fits more as a prototyping language before you do a classic implementation of the solution in a more traditional language.",xavxav,1721303456,,
40996988,,"Not exactly a prolog, but Verse, a logical (and functional, or functional logic) programming language developed at Epic Games by Simon Peyton Jones of Haskell fame and Tim Sweeney. You can already use it to build mods for fortnite or something like that not really sure. But there&#x27;s no open source compiler available yet.",conjurernix,1721318512,,
40995009,,"I would say in the open source world, SWI Prolog is still the king implementation, in regards to tooling, language features beyond ISO Prolog, and toolchains.<p><a href=""https:&#x2F;&#x2F;www.swi-prolog.org&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.swi-prolog.org&#x2F;</a>",pjmlp,1721306178,,
40995215,,"It&#x27;s a powerhouse, an even bigger secret than Lisp at beating the average.",segmondy,1721307866,,
40995604,,"Don&#x27;t forget the Datalog subset!<p>In the 2000s I was interested in inference over RDF and wanted something a bit more than RDFS and OWL and found out about Datalog:<p><a href=""https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Datalog"" rel=""nofollow"">https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Datalog</a><p>There wasn&#x27;t a lot of literature on it or implementations then but a few years later people realized it&#x27;s a great query language for complex queries that does a great job on transitive closures,  can do math (unlike OWL which won&#x27;t do it because Gödel proved first order logic + math is a hot mess)<p>I took a comparative programming languages course circa 1993,  the instructor thought that that Prolog was a taste of the future of programming.  At first I thought the way you can implement ordinary procedural code in Prolog was really clever but if you write very much of it I think it is awkward;  for instance it is common to treat procedural success as a logical failure because that gets the behavior you want.<p>It&#x27;s counterintuitive that you could write a reasonably fast interpreter for Prolog but Warren figured out how to do it and it really is a neat trick.  In the 1980s the Japanese Fifth Generation project dreamed about parallel Prolog on a machine with 100s of CPUs but it was discovered pretty quickly that you couldn&#x27;t really parallelize Prolog execution so they came up with the less expressive language<p><a href=""https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;KL1"" rel=""nofollow"">https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;KL1</a><p>I am amused to see papers today where people are working on tasks similar to what they worked on in that project,  parallelizing them with commodity hardware, and get scaling curves that look very similar to what was done with KL1.  (In the end the 5GP settled on the same message-passing architecture that everybody else did until the GPU revolution came)<p>One of the nicest examples in Prolog is writing a parser by just writing the productions which works because Prolog&#x27;s resolver is quite similar to a common parsing algorithm.  In the large however, you can add a library to a normal programming language like Python or Java where you write the same grammar in a DSL and it is handled by the library.<p>See also production rules systems which use &quot;forward chaining&quot; with the RETE algorithm and variants for an approach which looks like Prolog in some ways but works in the reverse direction.  My favorite example of this now is<p><a href=""http:&#x2F;&#x2F;www.clara-rules.org&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;www.clara-rules.org&#x2F;</a><p>I built a prototype of a stream processing engine where the control plane was implemented as a set of production rules that would build a processing pipeline of reactive operators,  key-value and triple stores and then tear it down.  Unlike another stream processing engine I worked on, mine always got the right answers.  I think a production rule system could be the target of a &quot;low code&quot; system.  I&#x27;m a little disappointed that I&#x27;ve never seen a Javascript framework that uses production rules because they are a great answer to asynchronous communication choreography.  (See complex event processing)",PaulHoule,1721310789,,
40994994,,My professor swapped Prolog out for Rust at the last minute. I don&#x27;t know whether he did us a disservice or a favor.,shrimp_emoji,1721306068,,
40996203,,With ChatGPT it is a great time to learn new programming languages.<p>Questions such as &quot;give me table with a glossary of basic Prolog terminology  with examples&quot; as well as others can be helpful.,29athrowaway,1721314803,,
40995725,,"I chose to use prolog to essentially build an expert system across and heterogeneous data ecosystem.<p>Prolog could certainly use some serious improvements to its tooling. But the language is simple enough that it doesn&#x27;t prove too much of an issue. You can get some much out of language it can be very powerful. In the system we&#x27;ve built it makes up a purely logical core that is completely referentially transparent, we leave all the ecky side effecting to a host program.",Guthur,1721311749,,
40995274,,"You might be interested in reading about the Japanese &quot;Fifth Generation Computer Systems&quot; project from 1982, which revolved around PROLOG.<p><a href=""https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Fifth_Generation_Computer_Systems"" rel=""nofollow"">https:&#x2F;&#x2F;en.wikipedia.org&#x2F;wiki&#x2F;Fifth_Generation_Computer_Syst...</a><p>&gt;The Fifth Generation Computer Systems (FGCS; Japanese: 第五世代コンピュータ, romanized: daigosedai konpyūta) was a 10-year initiative begun in 1982 by Japan&#x27;s Ministry of International Trade and Industry (MITI) to create computers using massively parallel computing and logic programming. It aimed to create an &quot;epoch-making computer&quot; with supercomputer-like performance and to provide a platform for future developments in artificial intelligence. FGCS was ahead of its time, and its excessive ambitions led to commercial failure. However, on a theoretical level, the project spurred the development of concurrent logic programming.<p>&gt;The term &quot;fifth generation&quot; was intended to convey the system as being advanced. In the history of computing hardware, there were four &quot;generations&quot; of computers. Computers using vacuum tubes were called the first generation; transistors and diodes, the second; integrated circuits, the third; and those using microprocessors, the fourth. Whereas previous computer generations had focused on increasing the number of logic elements in a single CPU, the fifth generation, it was widely believed at the time, would instead turn to massive numbers of CPUs to gain performance.<p>[...]<p>&gt;Concurrent logic programming<p>&gt;In 1982, during a visit to the ICOT, Ehud Shapiro invented Concurrent Prolog, a novel programming language that integrated logic programming and concurrent programming. Concurrent Prolog is a process oriented language, which embodies dataflow synchronization and guarded-command indeterminacy as its basic control mechanisms. Shapiro described the language in a Report marked as ICOT Technical Report 003,[7] which presented a Concurrent Prolog interpreter written in Prolog. Shapiro&#x27;s work on Concurrent Prolog inspired a change in the direction of the FGCS from focusing on parallel implementation of Prolog to the focus on concurrent logic programming as the software foundation for the project.[3] It also inspired the concurrent logic programming language Guarded Horn Clauses (GHC) by Ueda, which was the basis of KL1, the programming language that was finally designed and implemented by the FGCS project as its core programming language.<p>&gt;The FGCS project and its findings contributed greatly to the development of the concurrent logic programming field. The project produced a new generation of promising Japanese researchers.<p><a href=""https:&#x2F;&#x2F;www.sjsu.edu&#x2F;faculty&#x2F;watkins&#x2F;5thgen.htm"" rel=""nofollow"">https:&#x2F;&#x2F;www.sjsu.edu&#x2F;faculty&#x2F;watkins&#x2F;5thgen.htm</a><p>&gt;The Japanese Fifth Generation project was a collaborative effort of the Japanese computer industry coordinated by the Japanese Government that intended not only to update the hardware technology of computers but alleviate the problems of programming by creating AI operating systems that would ferret out what the user wanted and then do it. The Project chose to use PROLOG as the computer language for the AI programming instead of the LISP-based programming of the American AI researchers.<p>The Japanese National Fifth Generation Project: Introduction, survey, and evaluation:<p><a href=""https:&#x2F;&#x2F;stacks.stanford.edu&#x2F;file&#x2F;druid:kv359wz9060&#x2F;kv359wz9060.pdf"" rel=""nofollow"">https:&#x2F;&#x2F;stacks.stanford.edu&#x2F;file&#x2F;druid:kv359wz9060&#x2F;kv359wz90...</a><p>&gt;Abstract:<p>Projecting a great vision of intelligent systems in the service of the economy and society, the Japanese government in 1982 launched the national Fifth Generation Computer Systems (FGCS) project. The project was carried out by a central research institute, ICOT, with personnel from its member-owners, the Japanese computer manufacturers (JCMs) and other electronics industry firms. The project was planned for ten years, but continues through year eleven and beyond. ICOT chose to focus its efforts on language issues and programming methods for logic programming, supported by special hardware. Sequential &#x27;inference machines&#x27; (PSI) and parallel &#x27;inference machines&#x27; (PIM) were built. Performances of the hardware-software hybrid was measured in the range planned (150 million logical inferences per second). An excellent system for logic programming on parallel machines was constructed (XLI). However, applicationswere done in demonstration form only (not deployed). The lack of a stream of applications that computer customers found effective and the sole use of a language outside the mainstream, Prolog, led to disenchantment among the JCMs.<p>Japan&#x27;s Fifth Generation Computer Systems: Success or Failure?<p><a href=""https:&#x2F;&#x2F;www.reddit.com&#x2F;r&#x2F;prolog&#x2F;comments&#x2F;owb0xg&#x2F;japans_fifth_generation_computer_systems_success&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.reddit.com&#x2F;r&#x2F;prolog&#x2F;comments&#x2F;owb0xg&#x2F;japans_fifth...</a><p><a href=""https:&#x2F;&#x2F;instadeq.com&#x2F;blog&#x2F;posts&#x2F;japans-fifth-generation-computer-systems-success-or-failure&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;instadeq.com&#x2F;blog&#x2F;posts&#x2F;japans-fifth-generation-comp...</a><p>&gt;This post is a summary of content from papers covering the topic, it&#x27;s mostly quotes from the papers from 1983, 1993 and 1997 with some edition, references to the present and future depend on the paper but should be easy to deduce. See the Sources section at the end.<p>[...]<p>&gt;Prolog vs LISP<p>&gt;Achieving such revolutionary goals would seem to require revolutionary techniques. Conventional programming languages, particularly those common in the late 1970s and early 1980s offered little leverage.<p>&gt;The requirements clearly suggested the use of a rich, symbolic programming language capable of supporting a broad spectrum of programming styles.<p>&gt;Two candidates existed: LISP which was the mainstream language of the US Artificial Intelligence community and Prolog which had a dedicated following in Europe.<p>&gt;LISP had been used extensively as a systems programming language and had a tradition of carrying with it a featureful programming environment; it also had already become a large and somewhat messy system. Prolog, in contrast, was small and clean, but lacked any experience as an implementation language for operating systems or programming environments. [...]<p>&gt;Fun Trivia<p>&gt;The one commercial use we saw of the PSI machines was at Japan Air Lines, where the PSI-II machines were employed; ironically, they were remicrocoded as Lisp Machines.",DonHopkins,1721308528,,
40994888,,"false.<p><a href=""https:&#x2F;&#x2F;www.j-paine.org&#x2F;dobbs&#x2F;prolog_lightbulb.html"" rel=""nofollow"">https:&#x2F;&#x2F;www.j-paine.org&#x2F;dobbs&#x2F;prolog_lightbulb.html</a>",DonHopkins,1721305038,,
40994839,,[dead],katelyn2598,1721304513,,
40995243,,"&lt;3<p>it&#x27;s good to see a little person having fun with all this technocrap that us grognards have gotten so bitter about over the years&#x2F;decades. :) i hope she continues to have a blast!<p>(from the dedication page in SICP:)<p>“I think that it’s extraordinarily important that we in computer science keep fun in computing. When it started out, it was an awful lot of fun. Of course, the paying customers got shafted every now and then, and after a while we began to take their complaints seriously. We began to feel as if we really were responsible for the successful, error-free perfect use of these machines. I don’t think we are. I think we’re responsible for stretching them, setting them off in new directions, and keeping fun in the house. I hope the field of computer science never loses its sense of fun. Above all, I hope we don’t become missionaries. Don’t feel as if you’re Bible salesmen. The world has too many of those already. What you know about computing other people will learn. Don’t feel as if the key to successful computing is only in your hands. What’s in your hands, I think and hope, is intelligence: the ability to see the machine as more than when you were first led up to it, that you can make it more.”
~Alan J. Perlis (April 1, 1922 – February 7, 1990)",volkadav,1721308186,,
40996801,,"Now this is the real internet. Real people writing about things they&#x27;re interested in, and not with the intention of turning it into a content farm. Of course at 7 years old we cannot expect a deep, fleshed out site like in the Geocities golden age, but I wish older kids and adults would continue this practice of authoring their own pages, and manually linking them together.  CMSes are incredibly limiting by design, every template forces you into the default of &quot;blog post writing mode&quot; when HTML offers so much more flexibility.",rchaud,1721317622,,
40998076,,"&gt; computers are a very important form of technology. Without it no websites, no Roblox studio, and no nothin.<p>Well put, Naya!",appel,1721324908,,
40993693,,"<p><pre><code>    &lt;body background=&quot;animals.jpg&quot;&gt;
        &lt;center&gt;
</code></pre>
Exactly as I would do it if I were a 7yo. Speak what you will about the virtues of CSS and semantic markup, these things get in the way of having fun. And can be learned later.",nathell,1721292270,,
40997476,,"&gt; computers are a very important form of technology. Without it no websites, no Roblox studio, and no nothin.<p>Don&#x27;t you love the way children see things? So cute.",brabel,1721321529,,
40997999,,"I love this so much! Great work, Naya!<p>Incidentally, I was creating an image for a slide for a talk a few weeks ago, showing off HTML circa 1996 and decided to do it in Windows 95 (which is what I used to write my first web pages when I was 12) and it was a lot harder than I thought it would be (mostly because the intricacies of what HTML versions were supported in the included browser versions of the Electron emulator I was using), to recall what tags did and didn&#x27;t work.<p>But I credit HTML with everything for me, as far as computer programming is concerned. Having a way to express markup in a text editor and see the results on a web page was life-changing.<p>Love to see first graders doing this now!",filmgirlcw,1721324453,,
40996472,,"I suggest you back up the HTML files as a record of her work when she was still a child, it will be a family treasure in the future :) You can even add it under your family&#x27;s domain for safekeeping.",marvstazar,1721316366,,
40997376,,"When I started using the web, this is what all pages looked like and tons and tons of people had personal ones just like this. It was so great. I used to love touring all the self expression.<p>Not quite the first, but this is how mine looked in &#x27;98: <a href=""https:&#x2F;&#x2F;web.archive.org&#x2F;web&#x2F;19981205195643&#x2F;http:&#x2F;&#x2F;www.justkidding.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;web.archive.org&#x2F;web&#x2F;19981205195643&#x2F;http:&#x2F;&#x2F;www.justki...</a>",tqwhite,1721320893,,
40996704,,"I love this. Her little site really takes me back to the age of the internet I often miss.<p>Back in the 90s, fresh out of art school I knew I needed to create a portfolio website of some sort. I went to a Borders Books and got a book about 4 or 5 inches think about HTML and how to craft a site using a tool built into Netscape Navigator. Over the course of a week or so I created a site very similar in function to the one in the OP. The main difference was the content.<p>On my homepage I featured one of my drawings - a color pencil rendering of a very large&#x2F;wide man in a jock strap looking at the viewer with a cunning smile. Yes, I was very mature. You had click on his belly to enter the site. This was where I learned to make an image map for the first time. When you clicked it he said, &quot;Ooh, that tickles&quot; and then you were in where the portfolio and navigation was presented.<p>It was all HTML 4, no javascript, no cookies or forms - all very basic stuff.<p>And that site got me my first real job in the design world (at an Adobe competitor called Micrografx, which later imploded). The rest is history! Thanks, Netscape.",erickhill,1721317264,,
40998053,,&gt; Tablets aren&#x27;t very useful. Well to do stuff Computers can anyway.<p>Naya gets it!,karaterobot,1721324773,,
40996099,,"I was talking to my parents the other day and surprised myself getting pretty chocked up remembering how my dad had shown me how to program an ascii animation on his 386, and how the wonder I felt at that in many ways led me to where I am today, so many years later. These things matter.",nimbleal,1721314207,,
40995806,,"It&#x27;s a very good website. Fast, simple UX, no JavaScript and focused on content.",computerfriend,1721312400,,
40997972,,"That&#x27;s cool. I remember myself around that age. Before I learned about HTML, I used to draw web sites in MS Paint. And these both activities were so much fun.",Pavilion2095,1721324322,,
40997428,,"Excellent website! Thanks for sharing, I learned something: the scientific name of a cheetah.<p>Tell your daughter to keep making things that she likes to make!",err4nt,1721321260,,
40997912,,"I like it. This fondly, yet somewhat bitterly, recalls memories of my 25-year-old self creating his first HTML page in 1995, or even my 10-year-old self writing his first BASIC program in 1980.",fermigier,1721323882,,
40993563,,Very cute!<p>I did something similar  with my dad when I was a kid. First basic HTML then Dreamweaver.<p>A couple years down the road and I’m working at a SaaS company.<p>Beware.,crngefest,1721290714,,
40995731,,"I got started with Netscape Composer around this age, as you could easily switch between the HTML view and the WYSIWYG view and see what everything does. Seamonkey is a still maintained version of the old Netscape&#x2F;Mozilla suite which has Composer.<p><a href=""https:&#x2F;&#x2F;www.seamonkey-project.org&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.seamonkey-project.org&#x2F;</a>",gtk40,1721311812,,
40995878,,"HTML is such a great abstraction and syntax. I wonder if the same 7 year old would be able to (or have the attention) to learn something like React? Probably not.<p>Maybe we should be testing our interfaces and API&#x27;s with 7 year olds from now on. If they can&#x27;t or won&#x27;t use it, its probably a good signal the design is wrong.",iamleppert,1721312867,,
40997989,,Q: When&#x27;s the best time to take your kids to dinner?<p>A: When the graduate from medical school!<p>—Dave Barry,_wire_,1721324404,,
40997367,,I showed my kid (also around that age) how you could have fun with PRINT statements in C64 BASIC. He really enjoyed it and just the idea alone that you could control the computer instead of it being a black box.<p>Perhaps a website could be fun too. But HTML 3.2 was much more friendly to beginners than everything that is out there now.,dep_b,1721320852,,
40997402,,"&quot;computers are a very important form of technology. Without it no websites, no Roblox studio, and no nothin.&quot;<p>Amen!",l72,1721321034,,
40996774,,&gt; Did you know that a dog puts its tail between its legs when it&#x27;s sad.<p>Can you spot the mistake?<p>Neither can I. :-)<p>Well done.,tutipop,1721317511,,
40994107,,"Great job Naya :)<p>For other parents here, if your kids are interested in learning HTML and CSS with the help of cute aliens, my son (who was 11 at the time) and I built HTML Planet for Kids [0]. The course uses a visual editor for manipulating HTML, so that there is less typing and frustrating syntax mistakes, while still exposing the code directly without any added abstractions.<p>[0] <a href=""https:&#x2F;&#x2F;htmlplanetforkids.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;htmlplanetforkids.com&#x2F;</a>",mattront,1721297197,,
40995837,,"Wonder why for such a cute and clean website, uMatrix is showing cloudlflareinsights.com blocked? On the off chance that a 7 year old isn&#x27;t interested in website traffic analytics, is it Cloudflare injecting their shit?",noisy_boy,1721312626,,
40996242,,"You better believe I went straight for the cheetah page. No, I didn’t know they’re about 59 inches long! I learned something new today!",kstrauser,1721315043,,
40997619,,"I love, how the path for the computer page is &quot;&#x2F;unicorncopy&quot;. Already thinks like a real pro!",taulien,1721322289,,
40995134,,This is adorable and made me feel good! I learned something about cats too. Thank you for sharing.,lnauta,1721307329,,
40997973,,"If she has those concepts about html, she will learn more about html and then css very quickly with the help of AI.",dxxvi,1721324333,,
40993658,,"She really nailed page load speed and to a large degree UX (links are clearly links, navigation just works).<p>Many large companies have wasted lots of money on performance and UX while still being worse than this!",eitland,1721291951,,
40996593,,&quot;Cats are about 2 feet that means six times there height would be about 12 feet.&quot;<p>hehehehehe,AzzyHN,1721316862,,
40997242,,"I often hear about the simplicity form factors of the internet in a bygone era, before my time, in the mid to late 90&#x27;s. Now, from all the stories I&#x27;ve heard and the visuals I&#x27;ve seen, someone that&#x27;s a third of my age now seems to be delivering that spirit of simplicity back :)",HaZeust,1721320109,,
40996520,,I learned quite a lot by viewing the source of this delightfully clean and spartan website.<p>You don&#x27;t need a DOCTYPE tag?<p>You don&#x27;t need a head tag?<p>You don&#x27;t need to declare the charset?<p>The body tag has a &quot;background&quot; attribute?<p>The HTML &quot;center&quot; tag still works?,troymc,1721316584,,
40998033,,:3 so cute it made my day a bit happier thanks for posting,dev1ycan,1721324656,,
40996030,,"Ok but did you make sure she used Kubernetes to deploy? :)
Seriously her web page made me smile.  Well done!",rossdavidh,1721313774,,
40993808,,&gt; Without computers used have to use tablets. Tablets aren&#x27;t very useful.<p>That&#x27;s the spirit!,benterix,1721293524,,
40997381,,"Wow, this is so cool! Your website is clear and easy to read. It&#x27;s super easy to find everything, and it works really fast too. Awesome job, keep it up!",M4R5H4LL,1721320912,,
40997319,,This is the best thing I&#x27;ve seen on the internet in a long time. I&#x27;m going to bookmark it and check back for more informative content.<p>I hope you tell Naya how much HN is loving it!,apeace,1721320540,,
40995886,,"Seriously, thank you so much for sharing this!  It brought a much needed smile to my face this morning.<p>Please tell your daughter that Ben really liked it and his favorite page was the dogs page.  Question for her:  Is that a picture of your dog?  Does the dog have a name?",freedomben,1721312896,,
40997355,,"Lovely! My first website was when I was 9 years old, and I used Netscape Composer to create it. My content was also centered in the screen :)",henvic,1721320791,,
40995738,,"I think I was 8 or 9 when I started building my first website as well, and it looked remarkably similar to this. :) I think the only difference really is that all guides used uppercase for html tags back then. Happy that went out of style.",herrkanin,1721311843,,
40994351,,"Cool! I made my first HTML website in 2001, when I was 10. The ISP allowed you FTP some HTML and image files into a folder, and you got a little website.<p>Figuring out HTML was not too hard for me as a kid. Things enclosing other things is not a hard to grasp concept. I didn&#x27;t use CSS and back then you had &lt;center&gt; and stuff; nowadays it&#x27;s frowned upon as mixing up semantics and presentation, but back then it made sense to me.<p>But doing any sort of programming (like at least writing batch files that had ifs and loops) was way harder and it took me several years to figure out.",cue_the_strings,1721299791,,
40997412,,"No pop ups
No cookies
Loads quickly.
Only thing is the cloudflare pages analytics js.
Frontend masterpiece lol",andrewfurey2003,1721321119,,
40995456,,"Great job, and I didn&#x27;t know cats had such a wide field of vision they could see behind them!",revjx,1721309748,,
40993573,,&quot;Did you know that a cat can fall from a 32 story building and survive!&quot;<p>I love how this ends on an exclamation mark and not a question mark. Obvious in hindsight.,jstummbillig,1721290880,,
40997107,,"That&#x27;s awesome!<p>I love that such a simple page taught her how to make a completely functional website. Links, images, styling, and even an external script inclusion.<p>Way to go Naya.",ryanisnan,1721319232,,
40997562,,I notice it did not go down despite the HN hug of death !,nkg,1721321999,,
40997350,,"&gt; no roblox studio, no nothin",explosion-s,1721320724,,
40993627,,"This looks like a solid first step. I am also teaching my 8yo a bit of coding, starting with HTML but he complains about a lot of typing, he is slow in typing so it becomes painful for him.<p>Did your daughter face this problem?",sachinjain,1721291557,,
40995712,,"Great job!<p>I was significantly older when I built my first website (19, in 1996) but I&#x27;m so glad I had a space to pretty easily put up basic HTML (Geocities, though there were similar options). No WYSIWYG, no build steps, just the basic text-only HTML which created a foundation to build on. It&#x27;s unfortunate there aren&#x27;t really good options for that for today&#x27;s younger creators. (is there?)",bdcravens,1721311663,,
40995766,,"Way to go, Naya! You taught me something new about cats, and I&#x27;m probably older than your dad!<p>Keep it up, you&#x27;re doing great! :)",spdustin,1721312144,,
40997009,,This really takes me back to high school when everyone was writing websites like this... it was such a fun and pure time.<p>Well done Naya!,sibartlett,1721318639,,
40993843,,&gt;Tablets aren&#x27;t very useful. Well to do stuff Computers can anyway.,numerative,1721294031,,
40993735,,"&gt; computers are a very important form of technology. Without it no websites, no Roblox studio, and no nothin.<p>Oh yes indeed.",icoder,1721292659,,
40993862,,"Tell her she chose a fantastic background image :) Also cheetahs are beautiful felines and instead of roaring, they chirp like birds<p><a href=""https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=E6Qh3VTmtxU"" rel=""nofollow"">https:&#x2F;&#x2F;www.youtube.com&#x2F;watch?v=E6Qh3VTmtxU</a>",sph,1721294224,,
40996075,,"Wow, that computer page comes with a serious color shock, but I guess kids like squeaky saturated colors :D<p>Having fun is the most important thing, everything else follows that.",tempodox,1721314060,,
40993580,,"Love it! Well done Naya, the information on the page is excellent!<p>By any chance was this made on a tablet? I see it mentions “tablet… make a website”. Perhaps if children grow up having accessing to tablets over computers, making websites on them won’t seem as foreign compared to a computer.",sunnybeetroot,1721291029,,
40993747,,"She centered the page like a pro.
Also, It gave me nostalgia watching how fast the page loads.",Michvalwin,1721292786,,
40997152,,"Aww, &lt;3 I love this. Keep up the great work, naya!!",madcow2011,1721319579,,
40996783,,"No darkmode, literally unusable",callamdelaney,1721317549,,
40997694,,This is the way.,jprd,1721322707,,
40997187,,Pretty darn good - looking forward to updates!,redleggedfrog,1721319798,,
40996129,,cats uri: &#x2F;unicorn !,tagami,1721314352,,
40997136,,"200+ comments about a 7 years old website = :-)<p>Great job, Naya.",lazlee,1721319415,,
40994154,,"Awesome! I love seeing kids play around with code. Curiosity is very important at any age.<p>That’s how I started too. Back in the days of Internet Explorer, I used to click View -&gt; Source and mess around with the HTML in Notepad. I’d change the content, blocks, colors...<p>About 25 years later, I’m still coding, but right now I’m deploying the data transformation pipeline (T in the ELT) on production server to calculate business KPIs.",otar,1721297741,,
40995293,,"Good for the kid getting her hands dirty! I was learning C by the time I was 9, but if HTML and the public Internet had been around when I was that age, I may have went that way instead!",aldousd666,1721308674,,
40994933,,"I was 7 years old when I made my first website too.<p>Back then, i remember my dad was having trouble using Dreamweaver. I went to try and help him, and found that using Dreamweaver was more fun to me than playing with my XBOX or PS1",tremarley,1721305448,,
40997664,,I love the Geocities-era Web 1.0 energy this has. Your daughter is avery creative person.,bitwize,1721322526,,
40996097,,"It works! More than can be said for many things I have made. Congrats, Naya!",pnemonic,1721314187,,
40994310,,"Awesome!<p>That&#x27;s pretty much how I make websites up to this day.<p>Later, if it grows, I usually add a stylesheet file to separate content and layout.<p>Then I sometimes add some JavaScript.<p>Then I sometimes add some backend storage and processing.<p>Then I need a certificate for https.<p>Then if it gets a lot of traffic, I put a CDN in front of it.<p>And that&#x27;s it.",mg,1721299426,,
40994556,,"Oh my god I did almost the same thing when I was 9, I think I lost the website though. I took excerpts from an encyclopedia on animals and made small blog style pages very similar to this . It was so fun!",tintedfireglass,1721301843,,
40997570,,"I enjoyed the website.<p>It just needed a marquee, blink, visit counter, guestbook, under construction disclaimer, some pixelated 256 color palette animated gif, and you would become one of us.",29athrowaway,1721322040,,
40993605,,Very nice! And I actually learned something about cats. Never knew they can see a little bit behind them ;-),nicholasbraker,1721291251,,
40993624,,Wow. This is so much better than what I created as my first website in 1997 when I was 19 years old.<p>I am deeply impressed.,sdoering,1721291537,,
40996725,,Bookmarked and going in the webring,xxr,1721317322,,
40993582,,"&gt; A dog that my aunt has uses a button to tell her if she&#x27;s hungry or tired.<p>I‘m intrigued! We also have two dogs and the more I know them, the more I‘m fascinated by their ability to tell us exactly what they feel. I didn’t know they can learn to use buttons to do this.",dgb23,1721291039,,
40996660,,This makes me so happy to see.,tiffanyh,1721317134,,
40993649,,"Great work! Back in the day (when I was about 9 years old) I did something similar but for my poetry and dinosaur related interests, and that kicked off my still ongoing multi-decade journey in web development.<p>Ah the good old days :&#x27;)",omneity,1721291827,,
40994246,,"Reminds me of my first website, back in 1994&#x2F;95. I used yellow text on bright blue backgroud and wrote about music I liked. Only I was 10 years older.",kaffeeringe,1721298776,,
40993662,,I love this domain name so much. &lt;3 Great job to your daughter.,RobertJaTomsons,1721292001,,
40995063,,The cat page is my favorite,dannypovolotski,1721306745,,
40993675,,"This is great, it looks nice, works exactly as one would expect it to (very links, no clickbait), cats (the internet was made for cats after all) and loads instantly.",isatty,1721292128,,
40995373,,"Great website, and very informative! Hope she keeps it up!",vegancap,1721309223,,
40997262,,Cute!,zoklet-enjoyer,1721320217,,
40993601,,Love it! The background is awesome! The 90s &#x2F; early 2000s vibes this gives! Looks straight out of geocities and I love it. Great work Naya!,saghul,1721291218,,
